Id,	OverallQual, GrLivArea,	BedroomAbvGr,	FullBath,	HalfBath,	YearBuilt,	YearRemodAdd,	TotalBsmtSF,	GarageCars,	GarageArea,	LotArea,	Neighborhood,	HouseStyle,	ExteriorQuality,	SalePrice
304	9	1463	2	3	1	2011	2011	503	2	527	7839	CollgCr	2Story	Fair	477149
305	6	924	1	3	0	2007	2007	1562	0	717	13496	Somerst	1.5Fin	Typical	426078
306	2	585	2	3	0	2003	2003	960	1	696	16555	Edwards	1.5Fin	Good	225150
307	4	435	2	2	1	1967	2001	1840	3	840	29338	Edwards	1Story	Excellent	360722
308	6	2374	1	3	0	1990	1990	366	1	317	2657	NridgHt	SLvl	Typical	440924
309	4	768	1	2	0	1957	2000	302	3	72	15088	Somerst	1.5Fin	Good	315481
310	2	4334	5	3	0	1978	1981	1382	1	478	7606	NridgHt	2Story	Typical	512739
311	7	1403	3	1	0	1988	2010	981	0	648	7394	NridgHt	1Story	Poor	472000
312	7	3075	3	1	0	2000	2016	1824	0	817	23210	Somerst	SLvl	Good	560718
313	2	3161	5	2	0	1957	1980	1265	2	267	7254	CollgCr	1.5Fin	Poor	363442
314	3	2432	2	2	0	2011	2017	886	1	746	24112	CollgCr	2Story	Typical	412541
315	3	4023	3	3	1	1984	1984	399	2	833	29827	CollgCr	1Story	Excellent	521647
316	7	853	5	1	0	2016	2016	408	0	809	23628	Somerst	1Story	Good	439313
317	8	1359	4	3	1	1990	2025	1890	1	808	6342	NridgHt	2Story	Typical	550651
318	8	1435	2	1	1	1991	1993	566	0	988	5558	NridgHt	1Story	Fair	448754
319	10	955	2	2	0	2002	2002	1256	1	661	13958		1Story	Excellent	556935
320	8	1608	1	3	0	2012	2012	2046	3	370	17205	Somerst	2Story	Excellent	611716
321	4	1682	1	2	1	1961	1971	2245	0	436	23683	NridgHt	1Story		422619
322	2	3536	1	3	1	1988	2002	669	2	747	13547	Somerst	2Story	Poor	404959
323	7	1636	4	3	0	1952	2012	274	0	236	6261	NAmes	SLvl	Typical	383141
324	10	3995	4	3	1	1986	2019	1937	2	603	29758	Edwards	SLvl	Good	711017
325	10	3568	3	2	1	2011	2011	1718	3	573	27280	OldTown	1Story	Excellent	701265
326	3	4097	4	2	0	2015	2015	828	1	667	20141	Edwards	1.5Fin	Excellent	487303
327	3	831	1	1	0	1971	1971	1484	0	421	21321	Edwards	SLvl	Fair	239297
328	1	4437	2	2	1	1979	1979	472	2	740	28154	CollgCr	1.5Fin	Fair	447184
329	2	2917	2	3	0	1991	1991	1752	1	71	15034	CollgCr	2Story	Excellent	447208
330	6	4428	5	2	1	1980	1994	1818	3	750	5642	NAmes	2Story	Fair	546997
331	6	1855	4	2	0	1963	1963	748	3	812	18770	CollgCr	1Story	Typical	410339
332	4	4308	5	1	1	1973	1981	1171	2	886	14350	Somerst	2Story	Fair	514783
333	4	2813	2	2	0	1980	1998	835	2	923	24293	Edwards	SLvl	Fair	385736
334	9	694	5	1	0	1989	2011	78	2	349	23491	NridgHt	1.5Fin	Typical	473124
335	5	2081	1	3	0	2019	2021	318	2	46	14936	NridgHt	2Story	Fair	475545
336	9	965	2	2	0	1991	1991	2400	1		11984	NridgHt	1Story	Typical	564128
337	10	4260	3	1	1	1979	1979	1140	3	90	13528	CollgCr	SLvl	Fair	667140
338	4	1648	1	1	0	2000	2016	369	1	280	19527	OldTown	1Story	Poor	247143
339	3	1311	5	3	1	2008	2008	110	0	703	19655	NAmes	1.5Fin	Good	304228
340	10	2667	5	3	1	1982	1982	883	2	595	16084	NAmes	2Story	Excellent	633483
341	7	2143	3	3	0	1987	2002	2458	2	607	16659	CollgCr	2Story	Typical	515340
342	3	797	2	1	1	1966	1966	962	3	751	29770	CollgCr	1Story	Fair	289686
343	7	3748	1	1	1	2015	2015	2499	1	164	8731	NAmes	2Story	Good	582146
344	6	3868	4	1	1	2015	2015	1224	1	791	6455	NridgHt	1.5Fin		625862
345	10	3446	3	3	0	1963	2025	1910	2	587	24277	Edwards	2Story	Typical	607478
346	3	2929	4	3	1	1976	1976	1964	1	420	28158	Edwards	1Story	Typical	403594
347	10	2050	4	3	1	1970	2015	70	3	464	18848	Edwards	2Story	Good	535543
348	10	2624	1	1	1	2020	2020	15	1	509	12945	NridgHt	1Story	Poor	594487
349	2	2536	1	1	0	1954	1954	2307	3	550	11432	NAmes	2Story	Poor	312098
350	2	1077	4	3	1	1965	2000	2332	1	334	14838	OldTown	SLvl	Poor	239205
351	6	735	1	3	0	1973	2001	331	0	223	2995	CollgCr	SLvl	Poor	319437
352	1	1438	5	3	0	1992	1992	1615	3	169	16565	Edwards	SLvl	Excellent	322257
353	3	2263	1	1	0	1968	1968	2310	2	341	9183	Edwards	1Story	Good	333496
354	5	1057	4	1	1	1990	1990	2377	2	260	9063	Somerst	2Story	Good	410619
355	10	837	5	1	1	2006	2006	741	2	516	17470	Edwards	1Story	Good	446685
356	10	3893	3	3	0	2012	2012	2044	1	913	28965	CollgCr	2Story	Poor	712124
357	2	1937	1	3	1	1957	2003	1616	3	108	7367	Edwards	1.5Fin	Fair	268747
358	9	2795	5	2	0	1960	1960	2320	1	309	27478	NridgHt	SLvl	Good	675413
359	1	2549	1	1	0	1957	2009	366	3	49	16303	Edwards	2Story	Typical	267439
360	8	3414	3	3	1	2019	2019	1503	1	975	29228	Edwards	1Story	Typical	566538
361	9	3433	5	1	1	1999	2004	61	0	701	12393	CollgCr	2Story	Good	579298
362	9	1614	4	3	1	1990	2021	893	0	241	29913	NAmes	2Story	Poor	500514
363	3	3877	1	3	1	2010	2021	28	3	414	20309	CollgCr	1.5Fin	Good	497612
364	9	1922	5	3	0	1994	1994	1107	2	723	20589	NAmes	1Story		534382
365	2	3825	1	3	1	1967	1975	2028	1	958	17552	OldTown	1.5Fin	Typical	382769
366	6	2060	4	2	0	1988	2007	1645	3	574	14373	NridgHt	2Story	Typical	550338
367	5	855	4	2	1	2003	2003	792	2	271	16466	OldTown	1.5Fin	Poor	295644
368	4	3516	2	1	0	1952	2006	1067	2	697	25746	Edwards	SLvl	Fair	382390
369	1	523	3	3	0	1996	2008	918	2	686	24082	NridgHt	1Story	Fair	324573
370	8	3567	1	3	0	1987	2025	1829	0	644	2178	Somerst	SLvl	Excellent	664047
371	4	577	5	1	1	1955	1975	665	0	46	21297	Edwards	1Story	Poor	201149
372	7	1248	2	3	0	1970	1976	229	2	707	25281	Somerst	SLvl	Fair	407090
373	5	2874	2	1	1	1984	1984	1267	0	19	22708	CollgCr	2Story	Poor	432460
374	4	4261	3	2	1	1976	1976		2	906	15673	OldTown	1.5Fin	Fair	472510
375	9	2075	4	1	0	1972	1972	1193	0	882	11062	OldTown	SLvl	Poor	391903
376	1	894	3	2	1	1999	1999	510	1	564	20687	Somerst	1.5Fin	Fair	243135
377	8	1355	3	2	0	1980	1982	115	2	646	20415	OldTown	2Story	Good	465346
378	8	4074	3	2	0	1987	2015	2360	2	67	12160	NridgHt	SLvl	Good	713013
379	4	3380	5	3	1	2010	2010	1902	3	875	13081	CollgCr	2Story	Fair	497282
380	3	811	2	3	0	1957	2005	389	2		12006	CollgCr	1.5Fin	Good	268441
381	1	1978	5	2	0	1977	1977	184	0	262	2782	Somerst	1.5Fin		319400
382	10	1484	4	3	0	1955	1985	323	3	708	2403		2Story	Excellent	587469
383	10	1129	5	2	1	2020	2020	941	0	939	3867	Somerst	1Story	Excellent	604157
384	3	3871	5	1	0	1964	1968	2030	0	494	13578	CollgCr	2Story	Fair	438294
385	1	2933	4	1	0	2012	2012	399	3	508	16047	NAmes	SLvl	Typical	354520
386	2	1136	2	1	1	1964	2005	2047	0		13138		1.5Fin	Good	271354
387	1	3068	4	3	0	1974	2010	4	2	291	28723	OldTown	1.5Fin	Fair	301306
388	9	2096	4	2	1	1996	2014	1847	1		7906	OldTown	2Story	Typical	495938
389	9	652	2	2	0	2013	2013	706	3	961	12699	NridgHt	1.5Fin	Typical	549585
390	2	2244	4	2	1	1963	1980	2402	0	383	8548	NridgHt	2Story	Fair	393253
391	8	1159	2	3	1	1966	1979	1190	0	773	10043	Somerst	1Story	Poor	413763
392	2	1405	3	2	0	2017	2017	676	1	774	18148	NAmes	1Story	Poor	255564
393	4	4004	4	1	0	1974	1981	607	1	851	10332	NAmes	2Story	Good	427145
394	6	3312	1	1	1	1965	1980	2067	3	724	10556	OldTown	1.5Fin	Excellent	465078
395	8	949	2	2	1	2006	2006	1007	2	922	20619	Edwards	2Story	Good	454006
396	9	3891	4	2	0	1956	1986	880	0	715	25163	Somerst	1Story	Fair	616035
397	1	2755	3	3	1	2015	2015	1839	3	977	7558	CollgCr	2Story	Poor	361143
398	2	3986	5	2	0	2016	2016	1344	1	716	4674	NAmes	2Story	Good	460168
399	3	3463	1	3	1	2015	2017	1660	3	837	8325	CollgCr	1.5Fin	Poor	474095
400	4	1791	4	2	1	1972	2008	1114	3		17963	Somerst	2Story	Typical	424453
401	10	2593	5	2	1	1958	1986	160	0	984	28852	NridgHt	2Story	Excellent	715651
402	8	2577	5	2	1	1982	2024	14	2	595	6061	NridgHt	1Story	Poor	558277
403	4	3352	1	2	0	1975	2024	97	1	710	2718	Edwards	1.5Fin	Typical	379021
404	10	1418	5	3	1	2022	2022	1436	1	968	16555	NAmes	SLvl	Excellent	597819
405	5	1765	2	1	1	1998	2008	1284	1	380	29742	NridgHt	1.5Fin	Fair	437066
406	6	1403	2	2	1	2021	2021	1869	2	119	17248	NAmes	2Story	Excellent	483529
407	5	1614	2	1	1	2007	2016	2237	1	885	27848	CollgCr	2Story	Excellent	436329
408	2	1061	4	3	1	2004	2004	436	0	632	19806	NridgHt	2Story	Typical	330474
409	10	549	4	3	1	1958	1969	2394	1	428	2400	Edwards	1Story	Fair	423954
410	1	4255	3	2	1	1955	1960		0	717	13682	CollgCr	1Story	Good	422432
411	2	704	1	3	1	1953	2014	1540	3	32	23447	Edwards	SLvl	Good	246609
412	3	4041	5	2	0	1995	1995	1326	2	477	16020	NAmes	SLvl	Typical	494082
413	3	412	2	1	0	1965	2011	441	1	265	7051	CollgCr	SLvl	Poor	213244
414	2	3587	1	2	0	2025	2025	445	1	288	6657	NridgHt	1.5Fin	Good	465035
415	1	1746	3	3	0	1960	1988	46	0	970	20411	CollgCr	SLvl	Fair	240131
416	7	2522	3	1	0	2021	2021	1615	1	550	14696	NridgHt	2Story	Poor	523409
417	10	1557	4	1	0	2000	2000	1083	3	140	17863	Edwards	2Story	Poor	484600
418	2	2411	5	1	0	1958	1962	479	0	365	12131	Edwards	1Story	Typical	252827
419	3	2251	1	3	1	1954	1955	334	0	242	11163	Somerst	1Story	Poor	272738
420	6	2572	2	2	0	1980	1980	158	3	910	20485	Edwards	1.5Fin	Fair	414436
421	10	2012	3	3	1	1975	1985	1603	2	291	1721	NAmes	1Story	Fair	523429
422	7	2600	4	3	0	1973	2010	1713	0	357	13892	NridgHt	SLvl	Typical	583751
423	8	3785	4	2	0	1990	1990	1579	1	334	12065	OldTown	SLvl	Good	558921
424	6	2182	2	3	1	1959	1968	276	2	175	23712	Edwards	2Story	Typical	384976
425	5	1881	4	1	1	1959	1969	103	1	780	22260	Edwards	1.5Fin	Typical	367190
426	2	940	5	1	1	2002	2002	265	1	576	13641	Edwards	1Story	Poor	190700
427	9	1875	3	2	1	2025	2025	1879	2	437	8987	OldTown	2Story	Poor	484936
428	9	915	5	2	1	1970	2018	1850	2	396	8219	NridgHt	1Story	Excellent	581728
429	1	1148	4	1	1	2020	2020	737	3	667	7521	CollgCr	1Story	Good	298328
430	8	4305	2	1	0	1976	1993	138	0	95	9300	Edwards	1Story	Poor	467784
431	1	766	2	1	1	1975	1975	799	1	932	23177	Edwards	SLvl		166539
432	8	2376	4	3	1	1956	1964	2025	0	565	2790	Edwards	1.5Fin	Poor	415959
433	9	3821	2	3	0	1982	2014	358	2	227	2244	NAmes	SLvl	Poor	538642
434	2	4309	2	3	0	1987	1987	1991	2	538	16888	OldTown	SLvl	Fair	437095
435	5	1001	2	2	1	2000	2000		1	852	7868	NAmes	SLvl	Good	336859
436	2	1070	4	2	0	1962	1994	353	2	173	25180	Edwards	SLvl	Good	257931
437	6	1928	2	3	1	1964	1964	2335	1	524	22938	Somerst	1Story	Good	522464
438	10	2673	4	2	0	1982	1988	1296	0	598	23420	Edwards	SLvl	Poor	524019
439	1	4336	5	1	0	1955	1976	1679	2	810	14525	Somerst	1.5Fin	Poor	438598
440	4	1251	5	2	0	1960	1961	241	1	567	13977	OldTown	1Story	Typical	261511
441	10	1074	5	3	1	1997	1997	929	1	737	13629	CollgCr	1Story	Excellent	568995
442	4	1438	1	2	0	2022	2022	1582	1	774	7089	OldTown	SLvl	Good	340830
443	2	3985	3	3	1	1993	1993	1614	3	892	17669	CollgCr	SLvl	Good	531931
444	5	523	2	3	1	1961	1991	157	0	361	26110	Somerst	2Story	Poor	289248
445	6	1958	5	1	0	2025	2025	1511	1	704	8814	Somerst	1Story	Excellent	508419
446	7	887	4	3	1	1989	1989	2362	2	249	3118	OldTown	2Story	Excellent	408282
447	4	1044	2	2	0	2004	2023	1966	0	845	17594	Somerst	1Story	Typical	388743
448	10	4159	3	2	1	1964	1996	519	0	952	12878	NAmes	1.5Fin	Fair	626931
449	6	406	4	1	0	1993	2008	2282	2	294	24228	NAmes	2Story	Good	371605
450	3	1718	3	2	0	1955	1955	1707	2	561	25914	CollgCr	1Story	Good	326261
451	10	4154	3	1	1	1997	2008	142	2	823	28594	OldTown	SLvl	Excellent	657153
452	10	2893	1	1	1	1965	1975	320	0	27	12705	CollgCr	SLvl	Poor	519696
453	5	694	3	3	1	2019	2019	2304	3		27200	Edwards	SLvl	Typical	380499
454	1	2307	2	1	1	1954	2011		1	821	4859	Somerst	SLvl	Good	314644
455	6	4381	5	2	0	1999	1999	241	0	872	12123	OldTown	1Story	Fair	479216
456	6	2042	5	1	0	1960	1969	1127	1	196	9079	OldTown	SLvl	Excellent	420100
457	2	2567	4	1	0	2002	2002	1314	0	757	27809	NAmes	SLvl	Poor	325897
458	7	2581	1	2	1	1987	1995	1433	1	786	18601	CollgCr	SLvl		488475
459	9	3108	5	3	0	2023	2023	1647	1	2	11927	Somerst	2Story	Good	660530
460	2	1167	2	3	0	1999	1999	2498	1	705	5833	Somerst	2Story	Poor	309893
461	8	3843	3	2	0	1978	1978	1898	1	626	23815	NAmes	SLvl	Typical	593869
462	2	4454	5	2	0	1956	1974	64	3	969	20166	NAmes	1Story	Fair	401772
463	8	984	5	3	0	1995	1995	221	3	43	25810	Somerst	1.5Fin	Good	505993
464	5	3755	1	1	0	1983	2019	0	1	966	13988	CollgCr	SLvl	Poor	460600
465	1	3750	2	3	0	1953	1959	988	3	571	5772	Edwards	SLvl	Fair	346031
466	10	3441	4	1	1	1994	1994	876	3	274	11030	Somerst	1.5Fin	Excellent	706889
467	2	1920	3	1	0	1965	1998	2334	3	387	19172	Somerst	SLvl	Fair	336556
468	6	2322	2	2	0	1967	1967	915	0	767	8366	Edwards	SLvl	Typical	360699
469	2	3841	3	1	1	1950	2017	76	1	997	3515	OldTown	SLvl	Excellent	366374
470	10	1026	5	3	0	1978	2019	2210	1	317	24965	Somerst	1Story	Good	586252
471	8	3798	2	3	0	1966	1978	650	0	984	16620	Somerst	1Story	Good	608842
472	9	4175	4	2	0	1955	2006	2282	0	629	12805	NridgHt	2Story	Excellent	734952
473	5	3196	4	3	0	1983	2007	1936	2		17256	Edwards	2Story	Good	468626
474	5	1800	5	3	1	1966	2001	2202	1	598	22547	NridgHt	2Story	Excellent	512149
475	7	2693	2	3	0	1960	1964	2050	3	802	1538	Somerst	1Story	Typical	471934
476	8	605	2	3	0	1985	1985	358	2	54	14050	NAmes	1.5Fin	Excellent	423321
477	9	4221	3	2	0	1954	1976	1566	0	78	8746	CollgCr	1Story	Good	671770
478	1	1804	3	1	0	2025	2025	1030	3	5	4118	Somerst	SLvl		333914
479	7	634	3	3	1	1985	1985	1572	1	570	2525	NAmes	1.5Fin	Typical	347822
480	2	3658	4	2	0	2025	2025	1865	2	57	14054	Somerst	SLvl	Fair	468487
481	3	3096	4	3	1	2016	2016	1252	3	933	17003	OldTown	1Story	Fair	377957
482	9	2953	2	3	1	2024	2024	781	2	128	15969	CollgCr	2Story	Fair	564716
483	3	621	4	1	1	1991	1991	2291	0	71	23815	Edwards	SLvl	Typical	232000
484	8	3479	2	2	1	1982	1982	1658	0	257	14548	NridgHt	2Story		610288
485	5	3013	3	1	1	2004	2004	2214	1	763	18312	NridgHt	1.5Fin	Good	570441
486	3	3654	1	1	1	1956	2009	593	0	907	24763	OldTown	1Story	Fair	355628
487	4	3792	2	3	1	2013	2013	2096	0	251	20233	NAmes	SLvl	Typical	501159
488	6	1269	5	3	0	1974	1974	808	3	519	27460	NridgHt	2Story		453671
489	8	1263	3	3	0	1950	1991	1151	0	774	7815	NridgHt	SLvl	Fair	480053
490	7	4188	4	3	0	1968	1968	2151	0		23923	Edwards	2Story	Fair	537643
491	10	2577	1	2	1	1968	1968	887	2	153	21357	Edwards	1Story	Excellent	550938
492	9	2196	4	2	1	1951	1952	626	0	839	18109	Edwards	1.5Fin	Typical	433517
493	8	1577	2	3	0	2000	2000	2289	1	868	1606	NAmes	2Story	Poor	451045
494	7	3020	4	2	0	1957	1983	2411	3	735	16931	NAmes	2Story	Fair	512425
495	3	3491	5	2	0	2014	2014	778	2	527	25967	NAmes	SLvl	Good	430969
496	5	409	3	1	1	1984	1996	765	3	391	19872	NridgHt	2Story	Poor	358798
497	2	2666	1	3	1	2004	2004	569	1	890	1645	NAmes	2Story	Poor	276785
498	4	4473	3	3	1	1975	2016	58	2	864	9703	Edwards	1.5Fin	Fair	491073
499	10	1550	1	3	0	1960	2019	1382	0	518	17726	OldTown	1Story	Fair	442208
500	5	1551	3	2	0	1963	1963	637	1	742	24638	NAmes	SLvl	Typical	355232
501	2	4001	1	1	0	1999	2019	2123	0	400	14180	NridgHt	1Story	Poor	489782
502	7	654	4	1	1	2004	2004	428	3	743	25921	NAmes	1Story	Good	390962
503	10	2030	2	2	1	1970	1970	1588	0	89	24182	NridgHt	1Story	Fair	592365
504	9	2279	2	3	1	1977	1990	1267	0	902	9115	Somerst	2Story	Good	578709
505	3	3672	1	3	0	2021	2021	1530	1	516	7056	Somerst	1.5Fin	Typical	483449
506	5	929	5	3	0	2014	2014	281	1	599	27231	NAmes	1.5Fin		349680
507	6	2180	5	2	1	1981	1981	1166	1	189	18292	NridgHt	SLvl	Typical	486155
508	3	1024	5	3	0	1968	1986	1565	1	529	25689	Edwards	SLvl	Poor	269967
509	3	3630	1	3	1	1972	2011	852	1	3	27781	OldTown	2Story	Good	401862
510	3	2992	2	1	0	1990	2020	2188	3	891	13598	Somerst	SLvl	Fair	455120
511	10	2437	5	3	0	1993	1993	1324	2	749	2803	OldTown	1Story	Fair	540376
512	8	2011	3	1	1	1963	1991	906	3	454	27407	CollgCr	1Story		487050
513	9	1028	1	2	0	1955	1986	77	3	836	18132	CollgCr	2Story	Fair	440147
514	9	4180	1	3	0	1987	1987	421	2	812	4932	Edwards	1.5Fin	Fair	583591
515	10	3056	2	2	1	2010	2010	1191	3	119	16599	Edwards	1Story	Fair	593138
516	2	1708	5	3	0	1961	2025	1000	0	53	2297	CollgCr	SLvl	Excellent	365401
517	9	2097	1	1	0	1981	1981	2179	3	253	9759	CollgCr	2Story	Fair	517199
518	1	3378	5	2	1	1962	1962	1965	1	1	11414	NridgHt	2Story	Poor	407050
519	5	3350	4	3	0	1968	2019	397	2	573	14449	Edwards	1.5Fin	Typical	461632
520	6	2290	5	2	0	1996	2020	1479	0	528	17615	NridgHt	2Story	Fair	511077
521	4	1642	5	3	0	1971	1974	1136	0	538	25423	CollgCr	2Story	Typical	344359
522	2	3106	2	2	0	1970	1988	252	3	73	11516	CollgCr	SLvl	Good	387943
523	2	3099	5	3	0	2025	2025	1665	1	919	22457	CollgCr	2Story	Poor	417763
524	9	2859	1	2	1	1963	1988	1343	0	977	28349	Edwards	1Story	Typical	505312
525	4	698	2	3	0	1964	1986	218	2	591	22833	Somerst	1.5Fin	Poor	303851
526	4	2338	2	1	0	2020	2020	1170	0	5	8759	Edwards	1.5Fin	Poor	342821
527	10	2917	1	1	0	1991	2012	1829	1	396	20816	CollgCr	1Story	Poor	550311
528	2	4296	1	1	0	1953	1988	818	2	718	9514	NridgHt	SLvl	Poor	466775
529	10	2555	1	3	1	1982	1982	892	2	749	15120	Edwards	2Story	Fair	486130
530	10	1805	1	1	0	1992	1992	275	1	243	19593	OldTown	1Story	Excellent	492297
531	6	2679	2	1	0	1969	2001	511	1	823	9857	NAmes	1Story		495749
532	2	1126	1	3	0	1991	1991	2453	3	968	1610		1.5Fin	Poor	236278
533	2	771	1	2	0	1999	1999	1552	0	509	25359	Edwards	1Story	Excellent	276453
534	3	3180	5	1	0	1969	2000	440	0	381	22236	NridgHt	2Story	Good	486787
535	6	4444	1	1	1	2011	2011	1207	0	526	5009	CollgCr	1.5Fin		519136
536	2	3869	1	1	1	1984	1993	482	3	27	12258	NAmes	SLvl	Good	399616
537	5	2793	1	3	0	2023	2023	1107	1	523	8958	NridgHt	2Story	Typical	525386
538	2	565	1	2	1	1956	1966	364	0	26	29366	Edwards	SLvl	Fair	190328
539	6	4451	3	3	0	1974	1991	1547	0	34	28342	NAmes	2Story	Typical	534770
540	1	2243	5	1	0	2004	2004	1426	0	553	21206	NAmes	SLvl	Good	309200
541	8	1587	4	2	1	2018	2018	1584	3	511	14062	OldTown	2Story	Good	464961
542	1	4060	3	1	1	1966	1998	1109	1	987	2988	Edwards	1Story	Poor	301190
543	2	3460	1	2	0	2024	2024	715	0	508	8537	CollgCr	1.5Fin	Excellent	462334
544	2	3474	4	2	1	1964	1980	624	0	980	4139	OldTown	SLvl	Fair	307357
545	9	1539	1	3	0	1981	1999	538	2	807	24001	Somerst	SLvl	Excellent	562540
546	1	4467	4	2	1	1973	1973	1073	2	337	4012	NridgHt	SLvl	Fair	458132
547	5	2257	3	3	1	1982	1982	1129	3	927	20809	OldTown	1Story	Poor	364972
548	6	2579	5	2	1	2018	2018	1684	0	483	28650	OldTown	1.5Fin	Excellent	500873
549	6	3479	2	1	1	2005	2022		0	595	10276	OldTown	1.5Fin	Typical	409176
550	7	3106	4	3	1	2010	2010	704	0	100	20996	NAmes	1.5Fin	Fair	498148
551	9	1106	3	2	1	1969	2009	2132	1	212	26555	NAmes	1Story	Poor	442264
552	4	1640	3	1	1	2021	2021	2289	2	522	13687	NridgHt	1Story	Poor	423678
553	9	1881	5	3	0	1983	1987	2328	2	271	14292	NAmes	1.5Fin	Poor	505658
554	4	4285	4	3	0	1999	1999	766	0	600	7213		SLvl	Excellent	573019
555	10	3330	3	1	0	2003	2003	342	2	79	13684	CollgCr	1Story	Poor	568789
556	6	1902	3	3	1	2000	2000	495	2	251	26399	Somerst	1Story	Poor	445606
557	8	3413	4	3	0	1995	2007	329	0	665	20406	NridgHt	2Story	Excellent	719867
558	9	3428	2	3	0	1986	1986	2387	2	612	7244	Somerst	2Story	Excellent	731885
559	8	2016	1	1	1	1999	2008	2209	1	984	16506	Somerst	SLvl	Fair	505302
560	9	2053	3	2	0	2018	2018	2027	0	900	21641	CollgCr	SLvl	Good	564964
561	6	4067	1	2	1	1979	1991	1825	1	811	3704	Edwards	1.5Fin	Typical	483643
562	1	2704	1	2	1	1988	1988	858	3	0	23255	Edwards	SLvl	Typical	320013
563	5	1013	3	2	0	1963	1999	1189	2	603	7235	OldTown	1Story	Fair	271689
564	2	3351	4	2	0	1976	2025	2104	1	229	9897	NAmes	SLvl	Good	412474
565	9	2817	4	2	0	2008	2020	2036	3	267	13366	NridgHt	2Story	Excellent	756544
566	3	2487	2	3	0	1998	2019	1297	1	210	15890	CollgCr	2Story	Good	412575
567	3	3373	3	2	0	1966	1966	2094	1	456	27607	NridgHt	1Story	Excellent	566108
568	3	4119	1	1	0	1991	1994	867	0	124	7855	NridgHt	1Story	Poor	468567
569	7	1755	4	1	0	2011	2011	1034	3	532	8791	NAmes	1Story	Good	448200
570	6	2119	2	3	0	1959	2023	2099	3	166	12299	Somerst	2Story		558191
571	10	1177	4	3	1	1954	2022	941	0	500	25933	Edwards	1Story	Typical	456480
572	5	3053	5	2	1	1979	2015	1881	2	626	29007	CollgCr	1Story	Excellent	592323
573	3	2051	4	1	0	1999	1999	1133	3	179	14453	Somerst	1.5Fin	Fair	364232
574	1	1804	2	3	1	1973	1974	744	2	102	21255	NAmes	SLvl	Excellent	299927
575	1	3256	5	1	0	2012	2012	547	0	807	27642	CollgCr	1Story	Excellent	405582
576	4	2073	4	2	0	2014	2014	1517	3	739	25629	NridgHt	1.5Fin	Good	503941
577	10	2304	4	1	0	1990	1990	1199	1	261	20916	Somerst	SLvl	Good	595249
578	6	2204	5	1	0	1978	1978	923	1	887	16907	NAmes	2Story	Typical	370048
579	9	1460	5	3	0	1953	1960	1858	1	221	29554	NAmes	1Story	Fair	472077
580	2	915	1	2	0	2012	2012		3	927	8312	CollgCr	1Story	Typical	249620
581	1	3792	5	1	0	2018	2018	230	2	113	11839	NAmes	SLvl	Excellent	430143
582	9	776	4	2	0	1983	1987	2405	2	660	21817	CollgCr	2Story	Poor	476944
583	2	1732	2	1	1	1989	2011	1659	3	19	2095	Edwards	1Story	Fair	244795
584	1	3137	2	2	1	2007	2007	1374	3	197	15766	NAmes	SLvl	Typical	351594
585	5	938	4	2	1	2002	2007	36	3	405	25852	CollgCr	SLvl	Fair	355519
586	10	3088	2	2	1	1960	1970	1496	3	85	6540	CollgCr	1.5Fin	Good	642875
587	7	3406	3	3	1	2001	2020	1087	3	457	24389	NridgHt	1Story	Fair	624419
588	1	3118	4	1	0	2020	2022	1500	3	232	13254	NridgHt	1Story	Good	455223
589	9	1650	4	1	0	2007	2007	102	2	99	26025	NridgHt	1Story	Poor	514943
590	9	481	5	2	0	1986	1986	1377	0	962	19593	OldTown	1Story	Fair	355774
591	9	4039	1	3	0	1989	1989	1445	0	982	5979	Edwards	1.5Fin	Good	608880
592	10	1739	2	2	1	1969	1969	725	3	963	22457	Edwards	2Story	Typical	503152
593	3	3701	5	1	0	2000	2025	136	1	154	3100	NridgHt	SLvl	Good	519683
594	10	1211	3	3	1	1968	1968	2429	3	382	8432	Somerst	1Story	Good	591833
595	4	1066	2	2	1	1975	1983	1774	3	327	26820	NridgHt	1.5Fin	Fair	452116
596	9	3591	2	1	0	1970	1986	1554	2	326	26466	Edwards	SLvl	Typical	569926
597	6	4253	2	2	1	1975	2001	1918	3	417	2820	NridgHt	1Story	Excellent	675223
598	8	3929	3	1	0	1977	2014	1677	1	510	12317	Somerst	1.5Fin	Excellent	641931
599	7	3480	2	3	0	1956	1992	336	1		4182	Somerst	1.5Fin	Poor	513397
600	7	1411	4	1	0	2004	2007	1137	3	291	9227	Edwards	1Story	Good	422893
601	7	4145	3	2	0	1983	1993	2222	3	980	29073	OldTown	2Story	Typical	594735
602	8	3138	4	2	1	2022	2022	719	0	980	7061	Edwards	SLvl	Poor	474999
603	8	1106	1	1	0	1963	1963	2431	3	331	19782	OldTown	SLvl	Good	422939
604	2	930	4	2	0	2000	2000	160	1	221	24419	Edwards	2Story	Poor	200498
605	9	3972	5	1	0	1963	1982	827	3	533	26608	CollgCr	1Story	Fair	629028
606	6	1528	1	2	0	1991	1991	875	2	369	11594		1Story	Good	425232
607	4	3540	2	3	1	1987	1987	1544	2	988	21361	Edwards	SLvl	Excellent	530027
608	6	968	4	3	1	1984	1985	440	0	429	15277	Somerst	1.5Fin	Typical	424276
609	10	1550	4	1	0	1999	1999	573	1	39	4559	CollgCr	2Story	Excellent	522513
610	9	1562	4	1	1	2012	2012	1655	2	125	7850	Somerst	1Story	Excellent	594698
